code	location	product_ean	store_name
US	America/Chicago	1296273926959	Palestine
RU	Asia/Yekaterinburg	5479954890015	Tavda
US	America/New_York	6491223260922	Utica
FR	Europe/Paris	3623092819175	Bron
RU	Europe/Moscow	9803813687977	Kashira
RU	Europe/Moscow	5915713772425	Bavly
MM	Asia/Yangon	6223455228315	Myawadi
TR	Europe/Istanbul	2934734942009	Gaziantep
ID	Asia/Jakarta	2542656876663	Ngemplak
DE	Europe/Berlin	5621154945297	Verl
DE	Europe/Berlin	0589559381575	Oschatz
US	America/New_York	7271924438733	North Lauderdale
SK	Europe/Bratislava	5521918712144	Skalica
MM	Asia/Yangon	7151582451322	Myawadi
CA	America/Toronto	7072281003271	Norfolk County
VN	Asia/Ho_Chi_Minh	1247612002001	Sa Dec
ID	Asia/Jakarta	5827526279902	Muncar
CN	Asia/Shanghai	4349364386358	Foshan
BR	America/Santarem	7293642247060	Altamira
GB	Europe/London	2488206492429	Cowes
GB	Europe/London	5230360890279	Selby
US	America/Chicago	2192997137598	San Juan
BR	America/Sao_Paulo	7063137570825	Imbituba
NG	Africa/Lagos	3375738892805	Gaya
CN	Asia/Shanghai	6271313631708	Dongfeng
RU	Europe/Moscow	8942109601011	Arzamas
IT	Europe/Rome	8758437489364	Sassari
JP	Asia/Tokyo	8575168294049	Hita
PH	Asia/Manila	4884674215863	Calauan
MT	Europe/Malta	5055414674069	Valletta
PK	Asia/Karachi	2428082556068	Bhit Shah
IT	Europe/Rome	7827174526807	Afragola
FR	Europe/Paris	9817216196707	Bobigny
DE	Europe/Berlin	1442114852813	Finnentrop
US	America/New_York	4096202999385	Venice
FR	Europe/Paris	3247777673700	Lons-le-Saunier
AR	America/Argentina/Buenos_Aires	2771190895735	Chacabuco
DE	Europe/Berlin	6190994997203	Stade
VU	Pacific/Efate	3319661869848	Port-Vila
ID	Asia/Jakarta	8830672746386	Labuhan Deli
US	America/New_York	2367539987126	Sun City Center
US	America/Chicago	2663164749642	South Lawndale
TJ	Asia/Dushanbe	5525995532039	Vahdat
DE	Europe/Berlin	2480676558735	Aschaffenburg
DE	Europe/Berlin	5963970849725	Zeitz
EG	Africa/Cairo	5660790158142	Alexandria
BR	America/Sao_Paulo	8409485487498	Viradouro
TR	Europe/Istanbul	3728323105567	Patnos
AU	Australia/Sydney	6052068730157	Baulkham Hills
US	America/New_York	0808236736287	Covington
US	America/New_York	4651853375393	Harrisburg
DE	Europe/Berlin	5233664831436	Bad Segeberg
IN	Asia/Kolkata	7678286674647	Parola
BR	America/Sao_Paulo	1728010580303	Sarandi
MY	Asia/Kuala_Lumpur	5997806056582	Kulai
US	America/Detroit	5716297462388	Port Huron
PR	America/Puerto_Rico	7519429527720	Aguadilla
US	America/Chicago	0910667928985	Odessa
CD	Africa/Lubumbashi	7338459218152	Yangambi
US	America/New_York	4606071722917	Lebanon
NA	Africa/Windhoek	0860247923742	Okahandja
IL	Asia/Jerusalem	3884765367267	Rahat
MD	Europe/Chisinau	3015434776534	Soroca
US	America/New_York	6017391049475	Deltona
CA	America/Toronto	4103790493178	Markham
US	America/New_York	2174068251624	Yonkers
GB	Europe/London	2369285089055	Rhosllanerchrugog
SA	Asia/Riyadh	4157338695111	Al Jubayl
RU	Europe/Moscow	5365562379250	Novopavlovsk
CD	Africa/Lubumbashi	1864942672041	Kamina
CN	Asia/Shanghai	2103545925802	Dongfeng
RU	Europe/Volgograd	6701357720675	Mikhaylovka
BR	America/Bahia	3337232919761	Tucano
US	America/Los_Angeles	0613808432098	Indio
JP	Asia/Tokyo	4255840711913	Minokamo
CD	Africa/Lubumbashi	3119882066534	Kamina
VE	America/Caracas	0781978409384	Ciudad Guayana
BR	America/Sao_Paulo	9849592945037	Esmeraldas
US	America/Boise	4822648897349	Nampa
DE	Europe/Berlin	2239565936594	Aschaffenburg
PK	Asia/Karachi	1078927763277	Tharu Shah
PH	Asia/Manila	2026704538678	Antipolo
RS	Europe/Belgrade	4063621166995	Sremska Mitrovica
ZA	Africa/Johannesburg	4384787225112	Vryheid
FR	Europe/Paris	7088877280117	Bron
ID	Asia/Jakarta	0089069803807	Pameungpeuk
ET	Africa/Addis_Ababa	9889351622779	Debre Tabor
FR	Europe/Paris	4498641280381	Arles
DE	Europe/Berlin	1724007433225	Dahlem
PH	Asia/Manila	0392752243492	Pilar
HN	America/Tegucigalpa	1313801703025	Olanchito
BR	America/Sao_Paulo	5890827976887	Santa Gertrudes
PA	America/Panama	2071933237915	Chilibre
RU	Europe/Saratov	6287637879580	Privolzhskiy
US	America/Chicago	2435350076838	Copperas Cove
FR	Europe/Paris	9547451011830	Pamiers
IN	Asia/Kolkata	7220379266187	Sambalpur
UG	Africa/Kampala	3425966493081	Paidha
ES	Europe/Madrid	6862187405368	San Fernando de Henares
CO	America/Bogota	8887386492894	Puerto Colombia
US	America/New_York	7922327087591	Massapequa
IN	Asia/Kolkata	4024753915554	Tiruppuvanam
MM	Asia/Yangon	0139691333576	Dawei
NG	Africa/Lagos	1015997521291	Shagamu
US	America/New_York	2649916723955	Belle Glade
TT	America/Port_of_Spain	4305148075344	Port of Spain
CU	America/Havana	0446714854995	Boyeros
CN	Asia/Shanghai	8850543212307	Sishui
GB	Europe/London	4089223818490	Thetford
GB	Europe/London	4161730946542	High Wycombe
IT	Europe/Rome	1613550228337	Agrigento
IN	Asia/Kolkata	4892626611595	Alwaye
JP	Asia/Tokyo	9931420206400	Annaka
JP	Asia/Tokyo	7368223496844	Ueno-ebisumachi
TH	Asia/Bangkok	7018506755860	Damnoen Saduak
US	America/Detroit	4859478665015	Waverly
US	America/New_York	7846300060312	Stockbridge
TH	Asia/Bangkok	4538054729524	Damnoen Saduak
JP	Asia/Tokyo	0624446077886	Toba
MX	America/Mexico_City	3232184822773	San Lorenzo Acopilco
CN	Asia/Shanghai	7280980082088	Jingzhou
ES	Europe/Madrid	7258884469533	Caravaca
BR	America/Sao_Paulo	5536304627254	Viradouro
US	America/Denver	8087382170493	Ken Caryl
BY	Europe/Minsk	3154132415540	Novogrudok
JP	Asia/Tokyo	8616563664942	Gero
MZ	Africa/Maputo	6044158852184	Maxixe
DE	Europe/Berlin	5965207281438	Gifhorn
TR	Europe/Istanbul	4280677674919	Bergama
US	America/New_York	9316220614325	Massapequa
RU	Europe/Moscow	6447530794858	Zhukovka
DE	Europe/Berlin	7229336658249	Aschaffenburg
ES	Europe/Madrid	9162200148164	Villaquilambre
US	America/Denver	7131483992834	Ken Caryl
DE	Europe/Berlin	5155225555912	Weimar
ID	Asia/Jakarta	8915678005412	Jambi City
IT	Europe/Rome	1007562618659	Ragusa
US	America/New_York	7968834479184	Norwalk
RU	Asia/Yekaterinburg	3847352223506	Kuvandyk
US	America/Los_Angeles	6743868469582	Watsonville
GB	Europe/London	0767072137316	Winsford
GT	America/Guatemala	2957163639869	Chichicastenango
PH	Asia/Manila	8358534373384	Manaoag
CN	Asia/Shanghai	0194571040951	Zhuangyuan
BR	America/Recife	5468893046775	Catende
DE	Europe/Berlin	0149126596728	Oschatz
RU	Europe/Moscow	8024867191550	Stupino
IN	Asia/Kolkata	8227477301030	Chamba
JP	Asia/Tokyo	8404899029692	Inawashiro
US	America/Chicago	9643119375914	Searcy
US	America/New_York	1583984218993	Brunswick
AR	America/Argentina/Buenos_Aires	9319519861349	Tandil
CU	America/Havana	3965938364747	Media Luna
CZ	Europe/Prague	7381565665440	Karlovy Vary
US	America/Los_Angeles	1598285673051	Palm Desert
GB	Europe/London	6530646044761	Belper
IN	Asia/Kolkata	9579703812551	Bhayandar
IN	Asia/Kolkata	7211716641606	Betamcherla
TR	Europe/Istanbul	6669753156958	Edremit
AR	America/Argentina/Buenos_Aires	1264801105848	Tandil
TH	Asia/Bangkok	6147240377289	Tak Bai
US	America/New_York	4693170650876	West Chester
IN	Asia/Kolkata	5355502727470	Robertsonpet
US	America/New_York	1904515213964	Cypress Hills
GB	Europe/London	4364696091442	Walton-on-the-Naze
US	America/Chicago	7070602578675	Huntley
GB	Europe/London	2184536836055	Devizes
RS	Europe/Belgrade	9368387296272	Sremska Mitrovica
DE	Europe/Berlin	8533248781872	Gauting
UA	Europe/Kiev	6935973146957	Kherson
FR	Europe/Paris	6787505189600	Niort
RU	Asia/Yekaterinburg	6487182062080	Kachkanar
BE	Europe/Brussels	8479432723320	Beveren
FR	Europe/Paris	6570118641203	Niort
BR	America/Sao_Paulo	2110480419143	Buri
US	America/Los_Angeles	6490063801166	Beaumont
DZ	Africa/Algiers	9589559658647	Cheraga
US	America/Denver	5733237223540	Aurora
US	America/New_York	9809786492662	Fitchburg
CN	Asia/Shanghai	0087702634252	Jingzhou
NG	Africa/Lagos	6134451568698	Igbara-Odo
US	America/Los_Angeles	5174649253891	Opportunity
PR	America/Puerto_Rico	7771869547281	Aguadilla
DE	Europe/Berlin	9498333140233	Trossingen
IN	Asia/Kolkata	7705006974586	Uran
GB	Europe/London	5017108966812	Blackpool
MY	Asia/Kuching	6651961244527	Donggongon
US	America/Chicago	0953987149067	San Juan
PH	Asia/Manila	6970593796977	Jagna
UA	Europe/Kiev	6549130178202	Hlukhiv
US	America/New_York	4522268629732	Keene
JP	Asia/Tokyo	4715699205983	Namerikawa
PK	Asia/Karachi	7612255438366	Jhol
IT	Europe/Rome	3309980435992	Afragola
AR	America/Argentina/Buenos_Aires	5444564328739	Tandil
KZ	Asia/Almaty	3334727669378	Otegen Batyra
NG	Africa/Lagos	1772989793684	Argungu
DE	Europe/Berlin	6027026022827	Bad Segeberg
RU	Europe/Moscow	0201357119111	Solntsevo
US	America/New_York	4487168097107	Harrisburg
US	America/Los_Angeles	0697323578356	Pahrump
BR	America/Bahia	1458083457461	Tucano
CN	Asia/Urumqi	2064192367967	Hoxtolgay
US	America/Chicago	9762476097281	Lower West Side
ES	Europe/Madrid	1840015952845	Jumilla
MY	Asia/Kuala_Lumpur	2782087605757	Teluk Intan
BR	America/Bahia	1075789335802	Canavieiras
US	America/Chicago	2641735829122	Tyler
IT	Europe/Rome	0930646782704	Somma Vesuviana
MN	Asia/Ulaanbaatar	6607952842524	Ulan Bator
IN	Asia/Kolkata	9756781419050	Jashpurnagar
IT	Europe/Rome	9469291745341	Malnate
RU	Europe/Moscow	3448134553691	Yeysk
NL	Europe/Amsterdam	0847312535314	Barneveld
ES	Europe/Madrid	0649206211683	Baza
GN	Africa/Conakry	7103665832665	Camayenne
AR	America/Argentina/Ushuaia	6980105940064	Ushuaia
FR	Europe/Paris	4282527170619	Mitry-Mory
CN	Asia/Shanghai	3156160806635	Longgang
US	America/Denver	1323869855437	Carlsbad
IN	Asia/Kolkata	5545732303562	Tiruppuvanam
SO	Africa/Mogadishu	1533454369168	Baki
SO	Africa/Mogadishu	9478317957095	Kismayo
CZ	Europe/Prague	6407882062784	Karlovy Vary
MG	Indian/Antananarivo	9238365816344	Antanifotsy
CU	America/Havana	7272575421785	Jaruco
AR	America/Argentina/Buenos_Aires	0172478080119	Chacabuco
MX	America/Matamoros	1246665975690	Heroica Matamoros
US	America/New_York	0202447065240	Venice
NG	Africa/Lagos	1877336033021	Igbara-Odo
NL	Europe/Amsterdam	7920938685342	Losser
TJ	Asia/Dushanbe	3346523350930	Vahdat
US	America/Chicago	5720083281855	Murray
IR	Asia/Tehran	5163237821840	Shahre Jadide Andisheh
TH	Asia/Bangkok	1952091049583	Damnoen Saduak
BR	America/Bahia	5301052543404	Rio Real
BY	Europe/Minsk	0710898165766	Novogrudok
IN	Asia/Kolkata	0904705995435	Chamba
DZ	Africa/Algiers	4025497636880	Cheraga
NO	Europe/Oslo	0868796021995	Harstad
ID	Asia/Jakarta	8630507083910	Randudongkal
GB	Europe/London	6186198951776	High Wycombe
AR	America/Argentina/Buenos_Aires	4795108151544	Pontevedra
US	America/New_York	8249140118752	Front Royal
TR	Europe/Istanbul	9039453966886	Yakuplu
MX	America/Mexico_City	4098281624578	Contla
CD	Africa/Lubumbashi	2576522586868	Kamina
GB	Europe/London	7622845945778	Aberdeen
PK	Asia/Karachi	7232070866740	Mianwali
MG	Indian/Antananarivo	3106721312655	Ikalamavony
MY	Asia/Kuching	4239538972138	Donggongon
TN	Africa/Tunis	5080209820840	Siliana
RU	Europe/Moscow	8112820411361	Petrozavodsk
US	America/Chicago	7309685545503	Tyler
RU	Europe/Moscow	9437000531295	Valday
AR	America/Argentina/Tucuman	5693271897797	Aguilares
IN	Asia/Kolkata	7113141238904	Supaul
US	America/New_York	1645098670286	Leland
JP	Asia/Tokyo	6664847141254	Gero
TZ	Africa/Dar_es_Salaam	8827772102037	Iringa
TR	Europe/Istanbul	9042310292400	Sungurlu
DE	Europe/Berlin	9327952026140	Burscheid
FI	Europe/Helsinki	9934261422121	Espoo
US	America/New_York	0104451962396	Pottstown
US	America/Chicago	7750445212317	Greenville
US	America/New_York	5305626765025	Malden
US	America/Chicago	0560978760912	Muskogee
PS	Asia/Hebron	9984947498254	East Jerusalem
IT	Europe/Rome	9241894235609	Cordenons
UA	Europe/Kiev	5350734606814	Shepetivka
ES	Atlantic/Canary	4833339758863	Maspalomas
PK	Asia/Karachi	4611113170755	Daud Khel
JP	Asia/Tokyo	4696136858293	Shimotoda
CG	Africa/Brazzaville	4556128746819	Brazzaville
US	America/Chicago	0519261873099	Westchester
GB	Europe/London	8823010434373	Inverness
CN	Asia/Urumqi	1865111020281	Hoxtolgay
ES	Europe/Madrid	6136344341104	Puertollano
AR	America/Argentina/Tucuman	2595398794870	Aguilares
CN	Asia/Shanghai	5008216608145	Changzhi
US	America/Boise	8857909794880	Nampa
NL	Europe/Amsterdam	1578290816940	Schiebroek
MX	America/Mexico_City	4381285411672	Santa Rosa Jauregui
US	America/New_York	9083135147575	East Haven
BY	Europe/Minsk	1362041417551	Novogrudok
EE	Europe/Tallinn	6263057936393	Narva
IN	Asia/Kolkata	4992273355535	Pandua
JP	Asia/Tokyo	8430626329704	Gero
CN	Asia/Shanghai	8315710949207	Liaoyang
PK	Asia/Karachi	7946318401678	Hasilpur
LY	Africa/Tripoli	4190282147572	Ajdabiya
ES	Europe/Madrid	4080912185572	San Fernando de Henares
MX	America/Merida	1477549393952	Progreso
JP	Asia/Tokyo	5052474164820	Sasayama
BY	Europe/Minsk	3539815000549	Vitebsk
NG	Africa/Lagos	6765623017685	Argungu
BD	Asia/Dhaka	9530406331084	Kushtia
US	America/Chicago	5042029930130	Rosemount
RU	Asia/Vladivostok	7842287785828	Nikolayevsk-on-Amure
AR	America/Argentina/Buenos_Aires	3443716704126	Pontevedra
US	America/New_York	4224168412239	Front Royal
IT	Europe/Rome	4351405675338	Ragusa
US	America/Chicago	0792322662126	New City
JP	Asia/Tokyo	5097186185817	Suzaka
AU	Australia/Perth	8987759605354	Perth
DE	Europe/Berlin	4187494668759	Kirchlengern
AU	Australia/Melbourne	5889782689154	Carnegie
US	America/Chicago	7079149126936	Ada
TR	Europe/Istanbul	5797853802015	Mardin
FR	Europe/Paris	3571584860795	Marly-le-Roi
DE	Europe/Berlin	5184911709445	Halstenbek
PS	Asia/Hebron	5075224335134	East Jerusalem
SO	Africa/Mogadishu	3354534554520	Kismayo
US	America/New_York	9735655759621	Malden
US	America/Los_Angeles	5134453712151	Beaumont
FI	Europe/Helsinki	4979956663545	Kallio
VE	America/Caracas	6631790758723	Ciudad Guayana
MY	Asia/Kuala_Lumpur	0890548862815	Batu Feringgi
NL	Europe/Amsterdam	3357637294201	Vught
NE	Africa/Niamey	1636579491896	Mirriah
AR	America/Argentina/Ushuaia	1180691950804	Ushuaia
US	America/Los_Angeles	2187770531564	Aloha
CO	America/Bogota	9446699328857	Villa del Rosario
IN	Asia/Kolkata	2670660184952	Uran
US	America/Chicago	8970991753303	Rolla
UZ	Asia/Samarkand	3317131082278	Jizzax
TN	Africa/Tunis	9111972680518	Msaken
NL	Europe/Amsterdam	2907796659567	Losser
ES	Europe/Madrid	3080832841054	Tudela
IN	Asia/Kolkata	3255194981988	Udumalaippettai
LR	Africa/Monrovia	7953704806955	New Yekepa
DE	Europe/Berlin	5934463649894	Gronau
UY	America/Montevideo	8057046327259	Durazno
US	America/Detroit	3354173026570	Waverly
US	America/Los_Angeles	1957648166942	South Whittier
IN	Asia/Kolkata	0561889238354	Kalavoor
ES	Europe/Madrid	1866999523710	Gernika-Lumo
ES	Europe/Madrid	1877493081934	Novelda
IL	Asia/Jerusalem	7753474894318	Ramla
IN	Asia/Kolkata	3088775153074	Barpeta
DE	Europe/Berlin	3107949586828	Burscheid
US	America/New_York	9812442220783	Rutland
IN	Asia/Kolkata	4717786346104	Dharmapuri
TH	Asia/Bangkok	0077256139020	Yasothon
JP	Asia/Tokyo	3620416070298	Ueno-ebisumachi
FR	Europe/Paris	9823339066414	La Garenne-Colombes
IT	Europe/Rome	0130744057159	Montecchio Maggiore-Alte Ceccato
IT	Europe/Rome	2380250334291	Afragola
MX	America/Mexico_City	5747638383765	Paracho de Verduzco
US	America/Chicago	3979849550847	Odessa
IL	Asia/Jerusalem	6514855702995	Ganei Tikva
VE	America/Caracas	5530317304577	Tinaquillo
CN	Asia/Shanghai	2157797181684	Dongdu
JP	Asia/Tokyo	1122647162251	Okegawa
IN	Asia/Kolkata	8844035652924	Kheda
US	America/Los_Angeles	8222107289368	Claremont
ID	Asia/Jakarta	9350705282081	Sukabumi
PH	Asia/Manila	7958629609582	Tupi
PK	Asia/Karachi	0343792795694	Kot Addu
GB	Europe/London	4950772409401	Inverness
IN	Asia/Kolkata	6072477401363	Saharsa
US	America/Los_Angeles	1918322629573	Mira Mesa
HN	America/Tegucigalpa	5838054996872	Olanchito
ES	Europe/Madrid	1832191229293	Gandia
GB	Europe/London	5670791602346	Inverness
VE	America/Caracas	0288073272603	Tinaquillo
KZ	Asia/Almaty	3438928537839	Otegen Batyra
US	America/New_York	2782832385668	Covington
IN	Asia/Kolkata	6401774250327	Amreli
MX	America/Mexico_City	9490298502866	Oaxaca
US	America/New_York	5804304242440	Massapequa
RU	Europe/Moscow	1021000944933	Severodvinsk
US	America/Chicago	4286481097500	Crystal Lake
VE	America/Caracas	5096353314180	Tinaquillo
BR	America/Sao_Paulo	1039389773822	Valinhos
CN	Asia/Shanghai	8404556501851	Dongfeng
BR	America/Cuiaba	4127577446225	Nova Xavantina
BR	America/Bahia	4947479205559	Rio Real
IT	Europe/Rome	3229807069066	Gorgonzola
DZ	Africa/Algiers	6317318679984	Frenda
CN	Asia/Shanghai	8723722049325	Dongdu
ES	Europe/Madrid	6743493835844	Novelda
IN	Asia/Kolkata	1978664059117	Kangayam
TR	Europe/Istanbul	1085360776634	Patnos
TH	Asia/Bangkok	4664654107087	Damnoen Saduak
DE	Europe/Berlin	7334099981968	Neuburg an der Donau
GB	Europe/London	7244109399259	Leyland
GM	Africa/Banjul	6556273633550	Farafenni
BR	America/Sao_Paulo	8112527803148	Curitiba
MX	America/Mexico_City	1087414441079	Tuxtla
IN	Asia/Kolkata	5441149300418	Malaut
BR	America/Sao_Paulo	4901415773267	Iturama
TH	Asia/Bangkok	4175751636450	Nakhon Si Thammarat
CN	Asia/Shanghai	9759941050964	Boli
NG	Africa/Lagos	5505231574535	Biu
RU	Europe/Moscow	9709179144379	Dyat’kovo
NL	Europe/Amsterdam	1776101884342	Culemborg
AR	America/Argentina/Buenos_Aires	7962636919145	Tandil
ES	Europe/Madrid	7056919603774	Segundo Ensanche
GB	Europe/London	2663753900638	Exeter
DZ	Africa/Algiers	4526098307709	Beni Douala
RU	Asia/Yekaterinburg	6849734436167	Oktyabr’skiy
FI	Europe/Helsinki	0844618547355	Espoo
IT	Europe/Rome	1955962477348	Ragusa
US	America/New_York	9716904049731	Collinwood
EC	America/Guayaquil	6869980576868	Cuenca
RU	Asia/Yekaterinburg	7568134140281	Beryozovsky
NO	Europe/Oslo	3301220744840	Harstad
CD	Africa/Lubumbashi	0985636817232	Beni
IN	Asia/Kolkata	6904377438319	Gariadhar
TH	Asia/Bangkok	9777032209510	Nakhon Pathom
MK	Europe/Skopje	5510413692945	Saraj
BR	America/Porto_Velho	6816457930081	Porto Velho
UA	Europe/Kiev	1836135435047	Lutsk
IN	Asia/Kolkata	4929871855044	Teghra
IT	Europe/Rome	2297991216284	Portogruaro
GB	Europe/London	9929044445626	Westbury
IN	Asia/Kolkata	9508210914854	Leteri
BR	America/Sao_Paulo	7756600801914	Marau
NL	Europe/Amsterdam	1561819131549	Barneveld
BR	America/Sao_Paulo	7053007451361	Pato Branco
DE	Europe/Berlin	6479020039453	Marburg an der Lahn
US	America/New_York	8208195931228	Keene
MG	Indian/Antananarivo	0517142707563	Ikalamavony
SK	Europe/Bratislava	3512081546973	Skalica
PH	Asia/Manila	2304120825313	Dipolog
CN	Asia/Shanghai	3142744880153	Changzhi
KR	Asia/Seoul	5538834034021	Sinhyeon
DE	Europe/Berlin	7974956574379	Landshut
US	America/Chicago	2582192869323	Tyler
KG	Asia/Bishkek	1866378489521	Jalal-Abad
PH	Asia/Manila	4311964799203	Calauan
PH	Asia/Manila	2360200213715	La Trinidad
UA	Europe/Kiev	0259784187173	Nova Kakhovka
ID	Asia/Jakarta	6737809976161	Pameungpeuk
CN	Asia/Shanghai	1616398368418	Shuangcheng
US	America/New_York	1849127318327	Dublin
US	America/Menominee	0236886812431	Iron River
US	America/Los_Angeles	2966758722916	Norco
RU	Europe/Moscow	9161596500747	Gavrilov-Yam
US	America/Chicago	7612358405678	Vestavia Hills
AT	Europe/Vienna	5067594466556	Floridsdorf
CN	Asia/Shanghai	9065655586201	Heyuan
BR	America/Fortaleza	1160235420499	Barras
US	America/Los_Angeles	7982871994622	Davis
BG	Europe/Sofia	3690536998673	Montana
GB	Europe/London	6761948973200	Newbury
ES	Europe/Madrid	6962368027140	Amposta
TH	Asia/Bangkok	1377025857506	Damnoen Saduak
BR	America/Sao_Paulo	9308411328302	Imbituba
GB	Europe/London	5746698541283	Selby
PK	Asia/Karachi	8381038606313	Daud Khel
ID	Asia/Jakarta	8173541545346	Jambi City
US	America/Chicago	7308967251965	Rolla
NL	Europe/Amsterdam	9368616196427	Emmeloord
BR	America/Recife	7881126516797	Cabo
IN	Asia/Kolkata	2842749605010	Bhayandar
BR	America/Sao_Paulo	3063077161620	Palmeira
KR	Asia/Seoul	3411025797320	Eisen
TZ	Africa/Dar_es_Salaam	4788233121124	Chanika
GB	Europe/London	7640312398551	Poulton-le-Fylde
CA	America/Edmonton	7666602485954	Sherwood Park
IN	Asia/Kolkata	3299995186661	Gariadhar
US	America/New_York	5180628051921	North Lauderdale
MA	Africa/Casablanca	0296895260982	Oulmes
JP	Asia/Tokyo	3923329377899	Okegawa
UZ	Asia/Tashkent	3114262785616	Andijon
ES	Europe/Madrid	8451295901237	Cardedeu
US	America/Chicago	9715031560188	Fairview Heights
CD	Africa/Lubumbashi	0602165430397	Yangambi
GB	Europe/London	7610783742108	Walton-on-the-Naze
ES	Europe/Madrid	1982237906876	Villaquilambre
UA	Europe/Kiev	3872903212418	Krasyliv
AU	Australia/Perth	9881789181200	Perth
JP	Asia/Tokyo	1098617165242	Fujioka
US	America/New_York	7084593252117	Rutland
KR	Asia/Seoul	5518151973432	Sinhyeon
US	America/New_York	9576200320138	Chillum
CL	America/Santiago	9755735455878	Chiguayante
KZ	Asia/Aqtobe	0820403037867	Shalqar
AU	Australia/Brisbane	1563577656388	Maryborough
GB	Europe/London	3127448256343	Rutherglen
AO	Africa/Luanda	3584414403840	Luena
ID	Asia/Jakarta	0016483657167	Simpang
CL	America/Santiago	8646511866401	La Ligua
GB	Europe/London	5939457834904	Southsea
CU	America/Havana	4858301191448	Jaruco
ES	Europe/Madrid	9377438016622	San Juan de Aznalfarache
CN	Asia/Urumqi	6839635884440	Hoxtolgay
UZ	Asia/Samarkand	8410552754399	Jizzax
IN	Asia/Kolkata	4691015075679	Rajaori
US	America/New_York	9733998723095	West Chester
AT	Europe/Vienna	1275533613761	Floridsdorf
IT	Europe/Rome	0623144920401	Falconara Marittima
IN	Asia/Kolkata	8140078237341	Bachhraon
CN	Asia/Shanghai	1530549143788	Nanpiao
CD	Africa/Lubumbashi	2707099322898	Beni
IN	Asia/Kolkata	4082997124514	Dombivli
TR	Europe/Istanbul	6682673966360	Sungurlu
JP	Asia/Tokyo	1684541405280	Hita
TH	Asia/Bangkok	2232259438053	Yasothon
PK	Asia/Karachi	9887208914336	Kanganpur
DE	Europe/Berlin	9333420658287	Walsrode
IN	Asia/Kolkata	3880583011825	Meerut
US	America/Los_Angeles	9364094214295	Opportunity
US	America/New_York	1928781502294	Stockbridge
RU	Europe/Moscow	0581030595778	Tyoply Stan
GM	Africa/Banjul	0307833531832	Farafenni
US	America/Los_Angeles	9806721269020	Bothell
GB	Europe/London	6814013151895	Barnet
FR	Europe/Paris	6661089550295	Saint-Omer
PL	Europe/Warsaw	7521403597841	Brzeg
TH	Asia/Bangkok	9568905269140	Nakhon Pathom
US	America/New_York	8369125437071	Dumont
JP	Asia/Tokyo	8215387989691	Toyokawa
MM	Asia/Yangon	7064527398869	Kyaikto
RU	Europe/Moscow	9103088992951	Zhukovka
US	America/New_York	5433175662684	Jersey City
NL	Europe/Amsterdam	1007775086306	Losser
ES	Europe/Madrid	4747729319117	Amposta
CL	America/Santiago	9944858821152	La Ligua
US	America/Chicago	8281811497957	Rolla
NG	Africa/Lagos	4446882990064	Shagamu
ES	Europe/Madrid	6651072720156	Caravaca
US	America/Los_Angeles	8468886394156	San Gabriel
JP	Asia/Tokyo	4714580499487	Yao
CU	America/Havana	9011629246343	Jaruco
JP	Asia/Tokyo	1201093467452	Ina
FR	Europe/Paris	6501330921514	Saint-Omer
CO	America/Bogota	3646152783070	Andes
CN	Asia/Shanghai	3953881246876	Danjiangkou
PH	Asia/Manila	4828823224757	Maasin
TZ	Africa/Dar_es_Salaam	6231868571737	Chanika
IT	Europe/Rome	8632163252464	Misterbianco
RU	Asia/Barnaul	7910269968184	Novosilikatnyy
ID	Asia/Jakarta	7134759189976	Jambi City
TH	Asia/Bangkok	2718991767038	Nakhon Pathom
SD	Africa/Khartoum	6786608618932	Ar Ruseris
SE	Europe/Stockholm	4086427139307	Hudiksvall
ES	Europe/Madrid	9596116716467	Gernika-Lumo
FR	Europe/Paris	4867531266574	Saint-Omer
IN	Asia/Kolkata	7889573537051	Rafiganj
UG	Africa/Kampala	2222567297084	Kitgum
US	America/Chicago	3212121184881	Longview
CH	Europe/Zurich	7826182265036	Onex
US	America/Los_Angeles	6067394641473	Sunnyside
FR	Europe/Paris	1145100943907	Lons-le-Saunier
DE	Europe/Berlin	3632952722722	Gronau
DE	Europe/Berlin	8829548721787	Friedberg
EG	Africa/Cairo	0960609639400	Juhaynah
AZ	Asia/Baku	8081164805047	Qazax
US	America/Chicago	5261923704559	Columbia Heights
DE	Europe/Berlin	9144614271003	Karben
ES	Europe/Madrid	9267930590129	San Juan de Aznalfarache
ID	Asia/Jakarta	0027740937359	Kediri
US	America/Los_Angeles	7024955520256	South Whittier
RU	Europe/Moscow	1266039783232	Kovylkino
CN	Asia/Shanghai	1703807177409	Yingkou
BE	Europe/Brussels	6098878993573	Mouscron
ID	Asia/Jakarta	7247182637034	Muncar
BR	America/Recife	8754231361967	Catende
KR	Asia/Seoul	7769983939365	Goyang-si
US	America/Los_Angeles	4113896282576	Davis
UZ	Asia/Tashkent	0179044333822	Parkent
DE	Europe/Berlin	8619938340366	Aschaffenburg
IN	Asia/Kolkata	2383177703072	Aklera
US	Pacific/Honolulu	6610700875927	Kahului
CN	Asia/Shanghai	7437105751422	Boli
NL	Europe/Amsterdam	6179030696898	Barneveld
ID	Asia/Jakarta	4875003854310	Cibinong
JP	Asia/Tokyo	8844509571041	Iwade
BE	Europe/Brussels	8559804788284	Mouscron
CR	America/Costa_Rica	7914957386571	San Rafael
